reading_id,farm_id,date,temperature_f,precipitation_in
1447,32,2025-03-10,63.69,1.95
1448,22,2024-05-21,86.15,1.31
1449,16,2025-01-27,59.31,0.99
1450,35,2025-05-19,67.27,1.64
1451,25,2024-03-26,70.67,0.84
1452,15,2025-12-20,36.11,0.72
1453,14,2024-01-18,55.37,0.95
1454,9,2024-04-22,34.17,0.7
1455,9,2024-10-28,62.23,1.67
1456,36,2025-03-07,46.97,1.66
1457,4,2024-05-21,38.21,1.39
1458,10,2025-01-21,81.32,1.39
1459,28,2025-01-15,33.79,0.21
1460,5,2025-05-03,88.62,1.74
1461,2,2024-05-30,55.57,0.16
1462,5,2024-01-13,69.84,1.63
1463,10,2024-07-05,62.88,0.28
1464,34,2025-12-16,96.41,0.94
1465,22,2025-03-30,84.7,1.39
1466,19,2024-04-23,40.91,1.76
1467,3,2025-09-10,82.58,1.01
1468,1,2025-02-09,88.29,1.36
1469,30,2025-07-21,79.8,0.52
1470,33,2024-11-09,79.65,0.85
1471,11,2024-10-05,98.12,1.04
1472,9,2024-08-04,58.03,0.11
1473,26,2024-07-07,87.58,1.95
1474,5,2025-12-10,62.79,0.63
1475,26,2025-01-24,41.54,1.61
1476,28,2024-07-18,48.89,0.21
1477,24,2025-09-09,84.52,0.67
1478,16,2024-10-15,41.39,0.21
1479,14,2025-09-03,30.77,1.82
1480,13,2025-07-18,44.12,1.86
1481,16,2024-10-02,35.95,1.14
1482,3,2025-07-31,99.05,0.97
1483,4,2024-11-18,36.52,0.62
1484,23,2024-10-16,97.11,1.0
1485,21,2025-02-04,80.8,1.95
1486,7,2024-12-05,58.51,1.48
1487,7,2025-05-29,86.52,0.3
1488,25,2025-05-03,71.05,1.7
1489,19,2024-06-14,40.61,0.93
1490,6,2024-08-25,91.91,1.61
1491,10,2024-06-13,99.54,1.0
1492,34,2024-12-15,61.32,0.26
1493,19,2025-01-03,73.64,1.88
1494,3,2025-12-30,84.19,0.78
1495,14,2025-09-17,72.48,1.92
1496,32,2024-04-09,86.33,0.29
1497,20,2025-07-14,90.73,1.59
1498,6,2025-05-25,36.59,0.63
1499,19,2024-06-14,34.77,1.15
1500,23,2024-04-01,34.98,1.42
1501,30,2024-09-21,99.03,1.96
1502,29,2025-10-27,94.69,1.88
1503,32,2024-02-10,55.44,0.57
1504,27,2025-09-26,94.2,0.26
1505,24,2025-06-08,89.14,1.9
1506,24,2024-03-26,77.75,1.01
1507,17,2025-11-29,32.99,1.95
1508,4,2024-09-07,78.98,1.12
1509,10,2024-04-17,50.35,0.32
1510,26,2024-03-15,45.61,1.75
1511,6,2024-12-23,62.61,1.28
1512,30,2024-04-21,36.01,1.46
1513,26,2025-03-19,43.96,0.66
1514,21,2024-12-16,99.75,0.97
1515,31,2024-04-27,49.49,0.08
1516,10,2025-04-26,40.19,0.43
1517,3,2025-09-07,84.19,0.12
1518,24,2025-03-16,98.5,0.43
1519,14,2024-01-24,96.69,1.37
1520,18,2024-09-15,74.5,0.17
1521,5,2024-10-07,58.35,0.6
1522,29,2025-03-05,66.73,1.34
1523,17,2024-07-07,88.14,0.18
1524,28,2024-12-16,97.44,0.59
1525,13,2024-12-23,95.94,0.96
1526,35,2025-12-06,84.87,1.93
1527,28,2024-12-29,93.88,1.14
1528,1,2025-07-28,84.82,1.19
1529,5,2025-11-14,70.49,0.29
1530,21,2024-01-15,40.54,0.92
1531,10,2025-05-26,90.5,0.23
1532,27,2024-09-26,66.45,0.01
1533,29,2024-05-08,74.4,1.28
1534,7,2024-02-07,45.3,1.96
1535,27,2025-12-14,68.23,0.33
1536,25,2024-08-09,54.37,1.9
1537,1,2025-01-14,86.96,0.03
1538,20,2025-05-29,87.33,0.25
1539,32,2025-10-26,99.93,0.83
1540,23,2024-12-26,87.97,0.85
1541,22,2024-04-26,94.84,0.92
1542,24,2024-06-30,68.69,0.33
1543,28,2025-01-25,49.95,1.32
1544,28,2025-10-11,49.83,1.24
1545,7,2024-03-30,86.42,0.21
1546,2,2025-09-23,95.27,0.21
1547,35,2024-04-12,74.35,1.01
1548,3,2025-11-14,50.29,0.84
1549,15,2025-04-10,68.61,0.23
1550,31,2024-05-07,54.54,1.59
1551,30,2025-02-26,93.56,1.29
1552,26,2024-01-08,95.77,1.56
1553,33,2024-10-17,48.73,1.32
1554,20,2025-02-28,77.13,0.01
1555,27,2024-02-03,31.09,0.31
1556,24,2025-06-15,87.4,1.2
1557,22,2024-06-23,97.14,1.99
1558,16,2025-07-23,98.14,0.39
1559,26,2024-02-22,86.09,1.16
1560,9,2025-10-13,57.33,1.46
1561,26,2024-11-21,66.21,0.87
1562,7,2025-12-28,86.08,1.01
1563,26,2025-10-04,94.17,1.67
1564,11,2024-11-26,44.26,0.19
1565,28,2024-01-12,74.02,1.19
1566,2,2025-09-24,79.53,1.84
1567,6,2025-08-08,56.77,1.48
1568,9,2025-04-09,74.41,1.56
1569,12,2024-09-02,75.68,0.44
1570,13,2025-07-02,88.83,1.45
1571,25,2024-09-23,76.15,0.55
1572,10,2025-10-04,31.62,1.97
1573,7,2024-04-23,62.14,1.19
1574,7,2024-05-25,49.77,1.79
1575,6,2024-03-20,64.6,0.72
1576,14,2025-02-04,37.05,1.59
1577,27,2024-03-16,64.06,1.25
1578,14,2025-12-04,59.39,1.78
1579,29,2024-06-13,42.59,0.02
1580,12,2025-11-06,69.71,1.21
1581,3,2024-04-30,98.31,1.99
1582,31,2025-09-20,72.0,0.01
1583,34,2024-09-17,94.86,0.39
1584,2,2025-07-02,31.61,1.02
1585,10,2024-08-09,90.68,0.23
1586,14,2024-01-31,52.93,0.44
1587,9,2024-10-01,49.16,0.4
1588,6,2024-12-22,79.57,1.3
1589,30,2025-05-22,60.52,1.89
1590,13,2024-09-13,42.11,1.37
1591,18,2025-02-06,37.2,1.59
1592,20,2024-06-18,85.59,1.91
1593,32,2025-03-19,91.8,0.85
1594,18,2024-11-22,73.6,1.21
1595,28,2024-07-23,69.7,0.75
1596,5,2025-04-05,41.71,0.07
1597,33,2024-09-16,71.08,0.59
1598,34,2024-12-26,57.88,0.23
1599,21,2025-03-15,85.36,0.72
1600,5,2024-08-08,75.99,0.74
1601,21,2024-05-05,30.67,1.38
1602,22,2024-08-06,62.58,1.59
1603,15,2025-07-29,34.64,0.57
1604,14,2025-06-23,45.22,1.12
1605,5,2025-08-10,92.49,0.84
1606,28,2024-11-21,86.94,0.4
1607,4,2025-05-20,64.91,1.98
1608,27,2024-05-02,38.69,0.34
1609,21,2025-08-28,56.8,1.15
1610,19,2024-01-19,75.06,1.71
1611,1,2025-04-17,49.91,1.68
1612,26,2024-02-07,92.71,1.84
1613,3,2024-12-11,75.13,0.14
1614,7,2025-03-01,80.63,0.55
1615,23,2025-02-13,35.58,1.55
1616,32,2025-09-19,33.3,0.6
1617,30,2025-05-20,89.41,1.93
1618,8,2025-01-17,95.64,0.21
1619,15,2024-02-18,87.78,0.28
1620,21,2025-12-05,80.7,0.45
1621,6,2024-07-14,80.69,1.62
1622,35,2024-01-06,95.39,1.74
1623,17,2024-02-14,37.76,1.89
1624,5,2024-09-27,53.05,1.23
1625,25,2024-10-03,78.91,1.85
1626,30,2024-05-02,38.84,1.72
1627,27,2025-10-14,61.27,0.24
1628,34,2024-09-03,70.45,1.32
1629,18,2024-11-25,84.09,0.97
1630,6,2024-09-27,83.63,1.42
1631,23,2025-07-25,88.49,0.48
1632,14,2025-12-12,35.46,1.94
1633,4,2024-08-05,30.92,0.43
1634,25,2024-07-11,64.14,0.68
1635,34,2025-06-10,90.09,1.52
1636,20,2025-12-26,61.78,0.31
1637,33,2024-04-18,93.99,0.44
1638,24,2025-01-29,98.25,1.74
1639,33,2024-07-26,84.6,0.38
1640,18,2025-03-09,41.49,0.61
1641,7,2024-05-30,62.27,0.21
1642,8,2024-09-03,31.16,0.92
1643,18,2024-01-30,63.34,1.06
1644,23,2024-09-28,38.28,1.1
1645,23,2025-03-17,44.84,0.79
1646,28,2025-06-04,53.36,0.88
1647,24,2024-04-10,33.44,0.77
1648,28,2024-07-17,50.58,0.81
1649,18,2025-06-26,72.52,1.04
1650,7,2025-11-28,33.49,0.5
1651,8,2024-08-12,38.06,1.79
1652,18,2024-09-01,34.61,0.2
1653,15,2025-09-27,78.97,0.81
1654,26,2024-04-13,45.39,1.65
1655,18,2025-05-22,44.4,1.57
1656,23,2025-10-14,50.16,1.19
1657,1,2024-04-06,42.96,1.82
1658,31,2024-11-08,89.68,1.38
1659,11,2024-11-18,77.7,0.33
1660,22,2025-04-11,39.93,0.03
1661,31,2025-03-14,53.38,0.36
1662,17,2024-03-19,41.95,1.52
1663,1,2025-08-31,54.65,0.95
1664,1,2025-05-15,91.13,0.95
1665,3,2024-01-18,69.71,1.98
1666,15,2025-06-21,65.22,1.51
1667,7,2024-04-12,51.32,1.47
1668,29,2025-05-17,81.44,1.98
1669,17,2025-11-10,64.05,0.73
1670,1,2024-12-27,51.08,0.67
1671,34,2025-11-10,89.99,1.8
1672,31,2024-04-25,48.9,1.04
1673,2,2024-05-31,98.5,1.71
1674,10,2024-12-31,64.85,0.49
1675,28,2025-01-03,44.44,0.18
1676,25,2025-10-16,37.56,0.55
1677,35,2025-04-05,99.11,1.75
1678,12,2024-09-28,93.72,0.7
1679,22,2025-02-04,71.24,1.89
1680,18,2024-11-12,43.34,1.16
1681,22,2025-09-19,38.61,1.59
1682,23,2024-10-22,37.71,0.02
1683,10,2025-04-22,77.66,1.05
1684,19,2025-09-30,69.07,0.33
1685,32,2024-10-22,34.52,0.59
1686,30,2024-02-11,45.21,1.65
1687,8,2024-02-24,64.19,0.01
1688,23,2025-11-07,88.39,0.1
1689,9,2024-12-24,91.51,1.57
1690,33,2025-11-12,97.1,1.12
1691,6,2025-12-31,48.95,1.99
1692,13,2025-03-18,70.97,0.16
1693,15,2024-02-02,63.12,0.71
1694,25,2025-03-08,57.94,1.81
1695,17,2024-11-05,71.79,0.35
1696,28,2025-11-26,91.32,1.61
1697,9,2025-11-30,83.74,0.5
1698,27,2025-07-21,43.97,0.61
1699,20,2025-08-03,94.9,0.92
1700,12,2025-01-19,84.77,1.67
1701,7,2024-05-21,66.86,1.39
1702,33,2025-12-02,79.88,0.94
1703,28,2025-04-22,59.44,0.82
1704,2,2025-07-26,31.85,1.53
1705,6,2024-05-23,73.06,0.6
1706,16,2025-08-17,65.85,0.25
1707,35,2025-08-02,91.45,0.11
1708,26,2024-05-08,58.21,0.01
1709,34,2025-04-16,88.74,0.17
1710,18,2025-10-27,37.49,1.19
1711,19,2025-08-02,63.7,0.66
1712,4,2024-05-04,81.83,1.35
1713,4,2025-12-19,44.35,0.29
1714,32,2024-05-19,45.65,1.35
1715,10,2024-11-04,73.98,1.44
1716,1,2025-05-11,73.66,0.4
1717,5,2024-01-01,40.71,1.76
1718,34,2024-04-09,47.3,0.21
1719,2,2025-06-01,61.07,0.11
1720,8,2024-11-03,58.32,1.97
1721,16,2025-07-13,48.22,1.23
1722,29,2025-11-04,73.2,0.86
1723,2,2024-07-08,39.92,1.49
1724,16,2024-06-23,65.81,1.4
1725,13,2025-05-02,63.63,0.58
1726,7,2025-08-25,64.51,1.34
1727,26,2025-01-30,78.84,0.21
1728,27,2025-03-11,40.37,0.57
1729,8,2025-07-31,57.26,1.16
1730,3,2025-10-22,75.53,1.31
1731,29,2024-02-13,93.57,0.71
1732,9,2025-04-24,91.77,0.92
1733,1,2024-06-11,55.04,1.71
1734,33,2024-08-03,54.42,1.41
1735,25,2025-06-09,34.39,1.31
1736,23,2025-11-02,80.34,0.68
1737,9,2024-10-12,84.95,1.32
1738,26,2024-03-10,94.13,1.29
1739,25,2025-04-28,72.41,0.36
1740,33,2025-11-05,66.78,0.26
1741,21,2025-08-25,96.86,0.7
1742,26,2024-03-10,33.15,1.7
1743,11,2024-08-25,36.76,0.21
1744,31,2024-11-27,83.19,1.96
1745,16,2024-04-17,92.99,0.35
1746,25,2025-03-06,94.57,0.12
1747,17,2024-04-27,32.62,1.5
1748,29,2025-01-18,72.46,1.68
1749,12,2024-11-24,37.54,0.9
1750,9,2025-10-14,70.16,0.4
1751,17,2025-05-17,60.63,0.57
1752,13,2024-06-14,60.38,1.06
1753,13,2024-03-29,70.75,1.26
1754,7,2024-07-27,32.33,0.28
1755,1,2025-01-03,84.21,1.14
1756,5,2024-12-14,42.97,1.46
1757,34,2025-05-23,43.31,0.41
1758,31,2025-05-27,54.65,1.24
1759,36,2024-05-21,86.11,0.88
1760,25,2024-03-13,69.84,0.25
1761,34,2024-11-01,37.06,1.0
1762,4,2025-09-07,67.84,0.05
1763,19,2024-09-14,57.33,0.72
1764,11,2024-10-21,35.23,1.15
1765,34,2025-09-17,65.0,0.8
1766,4,2025-07-13,78.83,0.22
1767,31,2024-09-26,75.73,0.06
1768,27,2024-09-24,44.04,1.78
1769,4,2024-05-22,44.3,1.63
1770,22,2025-11-10,93.86,0.12
1771,32,2024-03-15,86.4,1.13
1772,3,2024-12-20,98.67,1.9
1773,6,2025-07-18,63.51,0.26
1774,3,2024-04-16,32.49,1.02
1775,23,2025-03-17,63.43,1.56
1776,15,2024-01-22,95.19,0.05
1777,13,2025-07-01,72.57,0.76
1778,2,2025-07-19,63.75,0.77
1779,25,2025-12-13,38.77,1.4
1780,36,2024-05-21,38.09,0.24
1781,24,2024-12-26,43.56,0.87
1782,4,2024-08-31,46.24,1.18
1783,15,2025-02-26,82.32,1.78
1784,35,2025-08-04,33.2,1.6
1785,16,2024-02-28,35.36,0.25
1786,12,2024-10-16,33.06,0.7
1787,16,2024-10-26,39.08,0.8
1788,8,2025-11-03,35.38,0.5
1789,35,2024-07-29,64.65,1.47
1790,23,2024-08-13,61.05,0.61
1791,24,2025-07-18,50.49,1.31
1792,34,2024-09-30,52.32,1.08
1793,7,2024-02-25,54.26,0.82
1794,32,2024-10-13,35.49,1.82
1795,34,2024-08-24,51.35,1.11
1796,8,2025-01-16,80.74,1.58
1797,3,2024-08-28,78.88,1.3
1798,30,2024-04-26,31.49,1.67
1799,18,2024-10-11,71.18,0.6
1800,6,2024-03-02,49.54,1.22
1801,32,2024-01-20,90.39,0.77
1802,3,2024-08-17,44.4,0.37
1803,28,2025-06-29,33.66,0.61
1804,35,2024-12-22,95.61,1.82
1805,22,2024-09-25,86.72,1.18
1806,2,2024-12-15,80.81,1.24
1807,28,2024-02-28,86.52,1.11
1808,19,2025-07-01,62.45,1.15
1809,34,2024-09-23,41.38,0.76
1810,16,2024-05-15,93.54,0.56
1811,18,2024-03-28,99.92,1.54
1812,19,2024-12-11,69.98,0.08
1813,18,2025-01-05,48.81,0.5
1814,1,2024-05-07,51.48,1.32
1815,17,2024-07-02,61.07,0.03
1816,1,2025-04-22,32.59,0.72
1817,36,2024-08-11,58.6,1.16
1818,6,2024-10-10,92.79,1.1
1819,5,2025-03-27,42.59,1.53
1820,18,2024-09-22,90.83,0.25
1821,12,2024-05-30,90.99,1.31
1822,15,2024-04-27,75.82,0.37
1823,33,2025-03-26,70.59,0.08
1824,15,2024-03-03,96.62,1.98
1825,17,2024-01-17,77.49,1.71
1826,23,2025-07-07,80.28,1.2
1827,23,2024-04-21,35.42,0.89
1828,33,2024-03-20,46.59,0.65
1829,24,2025-11-28,59.12,1.28
1830,19,2024-05-26,31.73,1.21
1831,24,2024-12-09,98.26,1.79
1832,24,2025-04-26,95.97,0.59
1833,2,2024-06-13,55.78,0.58
1834,10,2025-08-28,31.79,1.22
1835,21,2025-06-07,80.1,1.48
1836,23,2024-08-08,56.52,1.17
1837,10,2025-01-25,83.38,1.3
1838,5,2024-08-17,69.58,2.0
1839,36,2025-03-04,67.73,0.24
1840,34,2024-02-22,72.5,1.32
1841,34,2025-03-27,52.19,0.39
1842,19,2024-09-06,53.01,1.6
1843,24,2024-08-24,61.91,1.5
1844,8,2025-12-10,46.87,1.47
1845,27,2025-01-05,35.58,1.12
1846,5,2025-01-05,75.73,1.21
1847,29,2025-03-04,46.08,1.66
1848,9,2025-07-04,47.15,1.82
1849,9,2025-09-12,48.22,0.57
1850,21,2024-04-30,35.71,0.84
1851,10,2025-08-12,64.59,1.76
1852,13,2024-07-03,91.35,0.03
1853,8,2025-03-04,48.44,1.11
1854,31,2024-04-13,38.85,0.07
1855,28,2024-01-25,78.3,1.98
1856,9,2025-06-11,90.68,1.84
1857,28,2024-12-28,38.92,1.39
1858,16,2025-12-30,50.54,0.67
1859,22,2025-08-28,72.61,0.22
1860,3,2024-03-16,81.71,0.71
1861,29,2025-02-22,74.16,1.48
1862,28,2024-10-23,83.04,1.4
1863,12,2025-08-26,94.14,1.87
1864,6,2024-06-04,92.69,1.19
1865,24,2025-11-21,75.46,0.76
1866,29,2024-06-29,65.61,1.18
1867,7,2024-08-25,50.81,0.68
1868,34,2025-06-21,70.59,1.69
1869,28,2024-10-19,52.6,0.64
1870,12,2024-05-26,32.94,1.89
1871,14,2025-03-16,66.34,1.15
1872,21,2024-04-11,54.31,0.33
1873,19,2024-10-07,64.06,0.45
1874,11,2024-10-22,95.74,0.52
1875,7,2024-08-25,76.65,0.28
1876,14,2025-07-19,88.72,1.51
1877,2,2025-09-04,93.18,1.92
1878,35,2025-07-04,85.93,0.01
1879,2,2025-01-13,44.22,1.88
1880,28,2025-03-31,66.46,1.66
1881,19,2024-04-22,80.14,1.84
1882,8,2025-03-31,92.22,0.99
1883,6,2024-05-20,99.52,1.46
1884,8,2024-12-28,86.25,1.49
1885,15,2024-03-17,52.9,1.01
1886,18,2025-04-09,74.14,1.03
1887,5,2025-12-24,78.16,1.78
1888,3,2025-03-19,37.03,1.41
1889,34,2024-11-21,43.33,1.12
1890,3,2025-10-11,73.91,0.49
1891,25,2024-08-13,77.13,0.53
1892,10,2025-05-11,86.97,1.47
1893,19,2024-05-14,43.9,1.75
1894,34,2024-08-07,30.22,0.13
1895,36,2025-09-17,44.6,0.36
1896,27,2025-12-05,48.42,0.76
1897,16,2025-10-15,54.41,1.06
1898,12,2024-11-03,88.85,1.75
1899,32,2025-05-16,85.77,0.78
1900,23,2025-07-10,63.67,0.19
1901,8,2024-10-21,59.37,0.89
1902,16,2025-11-09,59.74,0.35
1903,21,2025-11-07,37.95,1.39
1904,9,2025-05-10,88.81,1.73
1905,27,2025-12-04,46.44,0.58
1906,33,2024-08-08,92.29,1.57
1907,4,2025-07-29,84.03,0.52
1908,21,2025-02-25,57.4,0.88
1909,26,2024-09-23,93.87,0.54
1910,15,2024-12-13,74.54,0.09
1911,29,2025-02-23,45.49,1.75
1912,35,2024-07-30,84.57,0.22
1913,22,2024-05-12,72.35,0.04
1914,2,2025-01-23,36.32,1.41
1915,23,2025-07-20,34.44,0.1
1916,14,2025-01-05,67.48,1.97
1917,35,2025-02-09,90.18,0.46
1918,11,2025-01-17,53.21,0.43
1919,16,2024-01-14,32.53,0.04
1920,34,2024-04-14,65.1,1.58
1921,3,2024-06-09,49.82,0.05
1922,16,2024-02-04,49.07,0.25
1923,25,2025-11-02,58.05,1.64
1924,18,2024-03-27,35.36,1.01
1925,27,2024-01-21,31.03,1.66
1926,10,2024-04-07,81.51,1.59
1927,13,2025-09-12,90.15,1.57
1928,28,2025-06-08,82.04,0.6
1929,30,2024-07-26,36.98,1.94
1930,31,2025-01-20,50.39,0.19
1931,27,2025-07-28,49.5,0.57
1932,35,2025-06-02,47.12,0.03
1933,32,2025-02-07,96.6,1.53
1934,7,2025-04-08,45.68,1.95
1935,26,2024-08-25,61.3,0.95
1936,7,2025-10-20,51.74,0.29
1937,6,2024-04-07,69.26,0.42
1938,32,2025-08-30,47.5,0.28
1939,31,2025-06-19,80.61,1.13
1940,15,2024-03-01,83.72,0.5
1941,20,2024-12-11,88.4,0.07
1942,27,2024-01-06,48.77,0.42
1943,36,2025-05-15,68.19,0.63
1944,16,2024-11-25,62.3,0.97
1945,36,2024-03-24,94.49,0.85
1946,5,2025-01-19,38.91,0.03
1947,34,2024-05-04,41.63,0.88
1948,8,2024-02-09,91.99,0.99
1949,34,2025-05-13,39.79,1.75
1950,27,2025-02-12,30.65,0.24
1951,19,2025-11-23,48.98,0.64
1952,24,2025-07-31,75.52,0.28
1953,34,2025-12-02,44.31,1.23
1954,24,2025-06-15,72.32,0.94
1955,14,2024-12-04,94.9,1.44
1956,9,2024-06-17,66.71,1.66
1957,1,2024-11-21,59.14,0.3
1958,5,2024-01-06,51.83,0.38
1959,7,2025-07-04,62.1,0.19
1960,30,2025-08-31,40.95,0.7
1961,36,2024-08-19,54.15,0.03
1962,13,2024-10-08,49.89,1.82
1963,28,2025-08-21,81.05,0.73
1964,26,2024-09-17,69.28,1.28
1965,13,2024-03-20,71.48,0.21
1966,14,2024-10-13,42.48,1.13
1967,9,2025-06-18,71.11,1.53
1968,22,2025-08-12,84.04,1.18
1969,18,2025-09-22,76.79,0.95
1970,11,2024-01-03,84.84,1.98
1971,6,2025-09-21,40.25,0.33
1972,1,2024-11-27,35.45,1.94
1973,9,2025-06-07,86.51,0.85
1974,31,2024-11-30,51.18,1.52
1975,16,2025-07-27,57.53,1.55
1976,31,2024-12-29,51.82,1.04
1977,34,2024-03-21,91.83,1.68
1978,11,2025-10-10,88.35,1.42
1979,28,2025-07-27,60.92,1.39
1980,17,2025-12-02,38.42,1.8
1981,23,2024-07-01,31.77,0.73
1982,30,2025-11-17,54.22,0.85
1983,36,2024-07-14,56.77,0.36
1984,1,2024-07-19,60.95,1.05
1985,1,2025-08-23,51.73,0.19
1986,24,2024-09-16,65.2,0.03
1987,18,2024-02-04,75.31,1.28
1988,26,2024-02-14,99.7,1.41
1989,18,2025-10-02,34.01,1.14
1990,2,2025-04-27,99.81,1.26
1991,32,2024-06-26,63.14,1.75
1992,35,2024-04-16,32.67,0.06
1993,10,2025-12-23,81.53,1.74
1994,9,2024-03-25,59.37,1.69
1995,4,2025-03-30,74.62,0.12
1996,7,2025-07-11,49.42,1.71
1997,2,2024-12-06,88.61,1.7
1998,21,2025-12-27,41.84,1.97
1999,24,2025-06-12,30.99,1.33
2000,27,2025-11-14,76.87,0.13
2001,33,2024-05-31,81.03,0.17
2002,29,2024-02-15,49.29,0.4
2003,33,2025-02-23,42.11,1.49
2004,1,2024-11-14,49.16,0.7
2005,22,2025-04-22,69.77,1.39
2006,30,2024-03-31,38.14,0.18
2007,6,2024-07-09,52.23,1.25
2008,2,2024-06-22,85.21,0.44
2009,24,2025-04-16,35.69,1.45
2010,16,2024-11-11,88.61,1.28
2011,13,2024-05-15,51.73,0.76
2012,19,2024-07-01,49.53,1.13
2013,27,2024-08-19,88.47,0.55
2014,13,2024-06-30,98.55,0.52
2015,29,2024-09-27,36.47,0.71
2016,24,2024-12-23,84.07,1.05
2017,11,2024-02-07,96.48,1.17
2018,10,2025-07-04,69.81,1.99
2019,28,2024-12-21,75.22,1.36
2020,19,2024-07-31,53.95,1.94
2021,36,2024-10-02,36.35,1.55
2022,17,2024-08-11,62.74,0.06
2023,8,2025-06-13,76.08,0.37
2024,9,2025-04-23,71.08,0.74
2025,25,2025-11-05,71.19,0.07
2026,7,2025-10-06,55.12,1.8
2027,11,2025-03-07,63.28,0.67
2028,7,2024-07-10,93.92,0.61
2029,30,2025-07-13,43.03,0.04
2030,30,2025-08-30,70.32,0.87
2031,26,2025-04-29,88.39,0.51
2032,24,2025-09-07,53.65,1.36
2033,20,2024-02-11,97.95,1.75
2034,33,2024-04-20,59.47,1.55
2035,26,2025-08-30,32.0,1.02
2036,20,2025-09-03,97.57,1.89
2037,13,2025-08-04,82.63,0.26
2038,22,2024-02-25,97.92,0.62
2039,10,2024-12-20,62.11,0.33
2040,1,2025-11-05,40.32,1.77
2041,20,2024-11-10,35.63,0.47
2042,14,2025-03-23,36.31,0.49
2043,36,2025-01-18,30.35,0.32
2044,7,2025-04-27,68.49,0.79
2045,14,2025-04-28,76.79,1.66
2046,16,2024-04-08,57.13,0.64
2047,9,2025-02-13,84.13,1.8
2048,28,2025-09-03,57.57,0.14
2049,32,2025-11-16,81.83,1.17
2050,15,2025-09-15,42.47,0.47
2051,24,2024-12-14,65.1,0.0
2052,26,2024-03-20,75.19,0.28
2053,13,2024-02-15,44.79,0.87
2054,22,2025-01-28,75.78,0.85
2055,19,2024-11-14,57.08,1.64
2056,3,2024-09-24,97.1,0.84
2057,11,2025-02-11,77.76,1.67
2058,30,2024-03-25,54.24,1.47
2059,26,2024-01-13,41.26,0.26
2060,33,2025-01-28,78.04,0.02
2061,26,2025-03-08,84.0,0.61
2062,17,2025-10-11,38.12,1.61
2063,29,2025-05-29,56.1,0.95
2064,22,2025-07-01,98.02,0.22
2065,12,2025-03-10,67.22,0.77
2066,6,2024-06-02,30.49,1.9
2067,17,2024-07-21,66.04,1.23
2068,30,2025-03-21,33.4,0.56
2069,8,2025-05-16,62.22,0.1
2070,24,2024-09-15,59.8,1.35
2071,2,2025-07-09,48.71,0.59
2072,27,2024-01-18,61.27,0.6
2073,3,2025-09-02,37.82,1.46
2074,35,2025-02-09,47.4,0.17
2075,7,2024-05-09,80.88,1.27
2076,28,2024-10-08,54.18,0.92
2077,16,2025-06-20,69.83,0.08
2078,21,2025-01-16,32.68,1.22
2079,7,2025-01-26,65.88,1.45
2080,22,2025-10-14,82.45,0.85
2081,2,2024-07-07,96.53,0.51
2082,6,2025-03-19,97.56,1.59
2083,17,2024-11-06,73.09,1.08
2084,16,2025-12-11,85.93,0.75
2085,31,2024-08-08,83.25,0.87
2086,12,2024-10-10,65.11,0.09
2087,26,2024-07-04,77.47,0.55
2088,27,2024-07-31,31.31,0.83
2089,9,2024-10-08,48.69,1.2
2090,21,2024-04-09,45.49,0.04
2091,21,2024-08-14,34.46,0.58
2092,30,2025-08-25,59.45,1.19
2093,35,2025-02-02,63.29,1.12
2094,22,2024-12-14,52.37,1.65
2095,10,2025-04-18,89.8,1.0
2096,35,2025-12-15,41.9,0.78
2097,26,2024-02-03,76.25,1.14
2098,6,2025-10-08,64.06,1.97
2099,6,2024-07-31,82.36,1.06
2100,20,2024-10-25,82.56,0.9
2101,30,2024-01-31,40.91,1.17
2102,23,2025-08-01,60.21,1.99
2103,2,2024-10-17,68.95,0.98
2104,16,2025-01-19,94.48,0.26
2105,8,2024-04-09,57.7,0.42
2106,8,2025-08-07,50.25,1.73
2107,26,2025-07-17,58.6,1.5
2108,27,2025-09-05,49.52,1.54
2109,7,2025-11-11,91.93,1.92
2110,21,2025-05-29,67.49,0.78
2111,26,2025-05-21,82.98,0.57
2112,29,2024-06-09,94.67,0.36
2113,19,2024-01-04,67.29,0.67
2114,30,2025-11-02,42.06,1.81
2115,25,2025-08-17,75.72,1.95
2116,27,2024-07-12,74.55,1.24
2117,9,2025-09-16,73.39,2.0
2118,27,2024-01-24,52.75,0.5
2119,31,2025-12-01,36.37,0.74
2120,25,2025-07-19,65.79,0.39
2121,11,2025-04-13,55.83,1.75
2122,12,2025-04-28,95.6,1.84
2123,21,2024-05-15,50.51,1.79
2124,14,2025-08-14,62.28,0.49
2125,29,2024-09-04,85.77,1.95
2126,33,2025-10-18,37.78,1.21
2127,22,2024-06-12,47.14,1.44
2128,5,2024-01-08,82.4,1.36
2129,27,2025-06-16,99.69,1.72
2130,5,2025-03-03,97.03,1.77
2131,35,2024-05-03,80.11,1.21
2132,35,2024-01-25,60.7,1.66
2133,4,2024-10-26,86.82,1.66
2134,3,2025-01-07,57.96,1.85
2135,29,2025-03-14,85.12,0.21
2136,17,2025-08-16,82.75,0.22
2137,11,2025-01-10,58.9,0.68
2138,16,2025-05-09,44.71,0.19
2139,5,2025-04-14,92.94,0.98
2140,16,2024-09-23,53.97,1.38
2141,22,2025-04-06,78.97,1.14
2142,3,2024-05-23,40.36,0.58
2143,15,2025-01-14,69.45,1.43
2144,20,2024-06-11,69.73,0.61
